stdio    D         file_stdio.c:105  file_stdio_fopen                 [   0.00000] opening J:\Sudoku\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.19153] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19156] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19159] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19162] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19164] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19167] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19170] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19173] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19175] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19178] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19180] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19184] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19186] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19189] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19191] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19194] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19197] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19200] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19203] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19206] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19209] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19212] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19214] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19217] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19219] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19223] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19225] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19228] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19231] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19234] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19236] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19239] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19241] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19245] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19247] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19250] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19252] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19255] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19258] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19261] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19263] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19266] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19269] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19272] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19274] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19277] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19280] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19283] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19285] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19288] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19290] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19293] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19296] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19300] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19302] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19305] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19307] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19310] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19312] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19316] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19318] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19321] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19323] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19326] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19329] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19332] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19334] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19337] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19340] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19343] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19345] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19348] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19350] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19354] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19356] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19359] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19361] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19364] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19367] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19370] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19372] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19375] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19378] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19381] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19383] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19386] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19388] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19392] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19394] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19398] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19400] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19403] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19406] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19409] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19411] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19414] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19416] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19420] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19422] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19425] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19427] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19430] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19433] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19436] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19438] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19441] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19444] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19447] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19449] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19452] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19454] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19458] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19460] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19464] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19466] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19469] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19471] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19474] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19477] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19480] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19482] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19485] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19487] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19491] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19493] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19496] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19498] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19501] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19503] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19507] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19509] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19512] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19514] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19517] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19519] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19522] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19525] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19528] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19530] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19533] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19535] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19538] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19541] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19544] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19546] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19549] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19551] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19554] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19556] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19560] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19562] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19565] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19567] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19570] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19573] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19576] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19578] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19581] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19583] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19586] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19589] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19592] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19594] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19597] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19600] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19603] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19605] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19608] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19610] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19613] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19616] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.19619] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.19621] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19624] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.19626] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19629] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.19631] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19635] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.19637] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19640] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.19642] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19645] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.19647] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19651] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.19653] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.19656] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.19658] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19661] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19664] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19667] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19669] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19672] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19674] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19677] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19680] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19683] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19685] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19688] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19691] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19694] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19696] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19701] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19703] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19706] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19709] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19712] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19714] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19717] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19720] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19723] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19725] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19728] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19730] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19733] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19736] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19739] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19741] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19744] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19747] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19750] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19752] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19755] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19758] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19761] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19763] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19766] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19769] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19772] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19774] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19777] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19780] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19783] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19785] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19788] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19790] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19793] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19796] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19800] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19802] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19805] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19808] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19811] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19813] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.19816] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19818] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19822] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19824] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19827] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19830] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19833] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19835] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19838] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19841] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19844] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.19846] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.19849] Single Buffer requirement not met.
